Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other
kalau katolik sama kristen reformis protestan sekarang justru giat giatnya beroikumene rangka penyatuan seluruh pengikut kristus bawah satu hierarki persis zaman,0,0,0,0,0,0,0,0,0
subhanallah sekolah sekolah kristen iman kepercayaan allah agama islam semakin besar,0,0,0,0,0,0,0,0,0
badan eksekutif mahasiswa ri tegas hentikan pencalonan jokowi pemilihan presiden,0,0,0,0,0,0,0,0,0
mau kontol kirimkan dong,0,1,0,0,0,0,0,0,0
anjing benar benar ayam kampus kamu,1,1,1,0,0,0,0,1,0
dewan pertimbangan presiden dewan pertimbangan presiden gelar temu wicara penguatan ideologi pancasila menanggulangi konten bermuatan sara pelanggaran informasi transaksi elektronik hadir narasumber menteri agama ketua komisi penyiaran indonesia pemimpin media kementerian,0,0,0,0,0,0,0,0,0
istri menikah ekumene katolik istri protestan diperkenankan juga katolik agama kristiani izin khusus gereja dan itu sah,0,0,0,0,0,0,0,0,0
kayak tai mencret anjir,0,1,0,0,0,0,0,0,0
tetap jakarta kecoak tetap jadi kacung asing,1,1,0,1,0,0,0,0,1
contohilah demokrat jangankan cuma separtai besanpun dipidanakan partai demokrasi indonesia perjuangan isinya bajingan semua,1,1,0,1,0,0,0,0,1
cebong kafir munafik alay goblok haha,1,1,1,0,0,0,0,0,1
kalau ucup bikin gerak cepat khusus anak jief mak kunti deh geng marah ya,0,0,0,0,0,0,0,0,0
kalau mengerti masalah ekonomi mending usah berbicara min respon tuit ini hampir semuanya negatif,0,0,0,0,0,0,0,0,0
sumpah gue ngaceng habis lihat video ngentot mengisap kontol gagah edan lihat bot nya,0,1,0,0,0,0,0,0,0
persiapan berharap cendana mau bantu habis habisnya hambalang kalau gagal semua tamat sih sipit menguasai lebih akan menjadi iya kamu,0,0,0,0,0,0,0,0,0
bbb for bukan bangsat biasa,0,1,0,0,0,0,0,0,0
ayo bangsa indonesia bersihkan etnis cina perompak aset negara,1,0,0,1,0,1,0,0,0
kok kapan punya kader beginian waduh sih partai bejat namanya memalukan,1,1,0,1,0,0,0,0,1
cebong banyak emosi,1,1,0,1,0,0,0,0,1
budaya kota solo,0,0,0,0,0,0,0,0,0
memaki akun akun bilang mencari seumuran no om om enakan sama om om bego,0,1,0,0,0,0,0,0,0
via sandiaga uno bantah asma dewi relawan anies sandi uniform resource locator bokirnya anies sandi enak enak makan hidup mewah mau di tipu,1,0,1,0,0,0,0,0,1
aku ikut kafir,0,0,0,0,0,0,0,0,0
gubernur wakil gubernur baru terasa suasana tenang sejuk daerah khusus ibukota sebelumnya taulah suasananya kayak apa sekarang perasaan tenang sejuk â ujar rizal,0,0,0,0,0,0,0,0,0
ganti presiden gantikan siapa mental kacung mw ganti presiden sekali kacung tetap kacung cuma kacung mw pimpin sama kacung,1,1,1,0,0,0,0,0,1
rizieq taunya pantat mana tau pancasila gara gara pantat dia kabur pulang pulang,1,1,1,0,0,0,0,0,1
ternyata asimilasi masuk pola dominasi jadi budaya baru datang menghilangkan budaya lama nah kan masuknya dominasi soalnya dia menghilangkan budaya ada rumus asimilasi,0,0,0,0,0,0,0,0,0
allah subhanahu wa taala pembohong dungu biadab tak memenuhi janjinya allah menjanjikan kamu harta rampasan banyak,1,1,0,1,1,0,0,0,0
bukan nya sok munafik sih memang dilarang sama agama ku kok kalau kita satu agama mungkin kamu membaca mempelajari maaf bukannya apa dosa sudah banyak tidak mau menambah dosa karena melakukan,0,0,0,0,0,0,0,0,0
fiksi bersifat imajiner naratif fiksi imajinasi tak hukumnya wajib percaya jadi percaya tidak sesuai narasi pemikiran masing masing orang agama hukumnya wajib percaya firman,0,0,0,0,0,0,0,0,0
bikin pertanyaan frame cebong banget,1,1,1,0,0,0,0,0,1
mau masak eh malah ajak ngentot sialan uniform resource locator,0,1,0,0,0,0,0,0,0
kejar setoran cina pak djarot lengser rezim jongos cina sangat membahayakan bangsa negara hukum undang undang konstitusi dilabrak,1,1,1,0,0,1,0,0,0
kalau jokowi pengecut mundur jabatan presiden,1,0,1,0,0,0,0,0,1
buku berisi pengalaman penulis selama menjadi buruh migran jordania pengalaman bertugas satuan tugas tenaga kerja indonesia staf khusus kementerian tenaga kerja transmigrasi staf khusus badan nasional penempatan perlindungan tenaga kerja indonesia gagasan cak imin harlah,0,0,0,0,0,0,0,0,0
udik gay,1,1,1,0,0,0,0,1,0
retweeted nana kutip erdogan mengajak anies salat tepat sampingnya anies berdiri diapit erdogan menteri menteri energi berat albayrak saf terdepan sekelas gubernur,0,0,0,0,0,0,0,0,0
oi tai kok ada mau join tag closed agency basic,0,1,0,0,0,0,0,0,0
agus jangan memprovokasi rakyat jangan merasa paling dekat tuhan hingga lain anggap setan partai amin sebaiknya periksa kejiwaannya,1,1,1,0,0,0,0,0,1
ide persamaan derajat berasal era reformasi luther abad menolak dominasi politik ekonomi gereja katolik cara mengajukan sebuah konsep baru menolak legitimasi religius kaum pendeta katolik demokrasi,0,0,0,0,0,0,0,0,0
pikir copras calon presiden sekarang mengurus hutang impor tarif dasar listrik naik bahan bakar minyak naik dolar tinggi pertumbuhan ekonomi cuma premium langka juta lapangan pekerjaan sampai daya beli masyarakat melorot itu saja pusing ganti presiden ganti presiden,1,0,1,0,0,0,0,0,1
cina cuma jadi benalu negara kesatuan republik indonesia,1,1,0,1,0,1,0,0,0
harus impor wakil gubernur jabar tidak punya prestasi bagus khofifah emil jawa timur satu,0,0,0,0,0,0,0,0,0
santri dukung pencegahan terorisme damai cirebon,0,0,0,0,0,0,0,0,0
kan anjir,0,1,0,0,0,0,0,0,0
para kecoa cuma komplain penggunaan bahasa cina tempat umum di tempat umum banyak menggunakan bahasa inggris dipermasalahkan para kecoa takut sama orang bule pengecut doang x8,1,1,0,1,0,0,0,0,1
trade war tensi geopolitik mereda fokus indikator ekonomi,0,0,0,0,0,0,0,0,0
member aku lah munafik,0,0,0,0,0,0,0,0,0
tai saat gue biasa baik banget mengejar mengejar gue eh pas gue sayang nyaman dia malah jadi cuek pergi saja,0,1,0,0,0,0,0,0,0
sipit cakap,0,0,0,0,0,0,0,0,0
isi lini masa danilla semua anjing,0,1,0,0,0,0,0,0,0
kebijakan om jokowi diktator bukan wajah lugu nya om,1,0,1,0,0,0,1,0,0
pakai kolak pisang sama es campur jadi kepancing buaya deh,0,0,0,0,0,0,0,0,0
open follow for rupiah sekalian follow nih rupiah sok kecantikan padahal pacarnya kayak tai uniform resource locator,1,1,1,0,0,0,0,0,1
kepala kerucut tradisi budaya bisaâ mematikan,0,0,0,0,0,0,0,0,0
gas batas bolehlah pemula,0,0,0,0,0,0,0,0,0
otak cebong susah iya memang baliho jokowi mana bukan kampanye bagi sembako pakai anggaran pendapatan belanja negara bagaimana kamu waras,1,1,1,0,0,0,0,0,1
bacot kamu,1,1,1,0,0,0,0,0,1
ngewe ngewe berhadiah,0,1,0,0,0,0,0,0,0
kangmas mbakyu suka naik onta apa kapal alesane apa jal mbah cempreng siap baca sms mau jowal jawil ojek online lali kirim salam request lagu diberi palapa fm ditunggu,0,0,0,0,0,0,0,0,0
didungukan diperbudak islam tiada tuhan merintahkan salat allah subhanahu wa taala biadab,1,1,0,1,1,0,0,0,0
tim kagum hotel di acara turnamen golf gubernur cup bandung giri gahana golf resort ð,0,0,0,0,0,0,0,0,0
tidak berpengaruh sih wilayah sini sudah naik kelas lama malah kacrut kemarin benar benar merugikan konsumen,0,1,0,0,0,0,0,0,0
putuskan hubungan diplomatik myanmar jokowi turunkan uniform resource locator,1,0,1,0,0,0,0,0,1
adik orang lah sayang masa mami lahirkan anak tuyul,0,0,0,0,0,0,0,0,0
guru privat koja tk sekolah dasar sama ujian nasional simak oi seleksi bersama masuk perguruan tinggi negeri matematika fisika kimia biologi akuntansi ekonomi,0,0,0,0,0,0,0,0,0
mas mas buat malu muslim mas ahok diam sukma diam anda reaksi belum puas pemamaran pak rocky,1,0,1,0,0,0,0,0,1
ingat bapak ibu kalau ada perbedaan dunia semua mau sama in aneh coba simak dulu bagaikan masakan garam istilahnya dunia pria semua bagus cewek semua bagus atau kristen semua atau islam semua,0,0,0,0,0,0,0,0,0
kalau paling takut sama rezim,0,0,0,0,0,0,0,0,0
kecacatan lgbt diberi ruang kononnya kebebasan hak hedonisme dirancakkan dengan radio head,0,0,0,0,0,0,0,0,0
syarat menggunakan tai chi tau apa sedang dimainkan lawan tau materi sedang dipergunakan,0,0,0,0,0,0,0,0,0
kerja anak kecil gue senyumi seketika anaknya menangis bilang papanya pah cici kayak vampir taringnya bangsat terima kasih lah deee gue sedot itu ubun ubun,1,1,1,0,0,0,0,0,1
muhammadiyah semakin kritis pemerintah jokowi mulai otoriter,1,0,1,0,0,0,0,0,1
kalau melihat agama kebudayaan jadi teringat bagaimana budaya mempengaruhi orang orang kristen yunani yahudi gereja purba konflik konfliknya akhirnya rasul paulus turun tangan meredakan konflik ada saat mempelajari itu dida,0,0,0,0,0,0,0,0,0
mampus ucup direct message sama mas raka,1,1,1,0,0,0,0,0,1
duuuuhhhh jaya suprana kristen mau berguru beliau lah mengakui muslim kok,0,0,0,0,0,0,0,0,0
haha mana gue memaki agama islam ayo haha debat kamu model idih level masa debat gara gara salah tangkap kalimat kan bikin malu malu dong sama cebong islam agamanya kamu hina hina haha sungguh kaum cebong kakak,1,1,1,0,1,0,0,0,0
besar ireng kafir sekalian anjing,1,1,1,0,1,0,1,0,0
termasuk orang tidak percaya sejarah ditulis difilmkan gerakan september partai komunis indonesia ramai ramainya kuliah lewat twitter itu blok akun akun keluarga cendana sebelumnya follow dan tersentuh nasib puluhan juta keluarga distigma humanit,0,0,0,0,0,0,0,0,0
sih dungu bin dungu dungunya mengira kalau operasi inteligen bikin anarkisme lalu ribuan massa terlibat semuanya anggota intel tidak mutu sama sekali orang modalnya cuma mulut asal njeplak,1,1,1,0,0,0,0,0,1
dasar duo homo sarap aduh pusing pala bebi,1,1,1,0,0,0,0,1,0
kalau kafir jokowi licik picik culas uniform resource locator,1,1,1,0,1,0,0,0,0
tes tes sini gue mau cerita cerita sekaligus haha gue mau cerita dokter forensik bisa berhubungan langsung sama makhluk gaib,0,0,0,0,0,0,0,0,0
usah sok sokan kali mau mengurus lahan lain pak cak lah kok urus dulu wakilmu kok betul baru lah kok ikut pilihan kepala daerah ya pilihan gubernur sumatera utara sumatra utara register bajak tanah djarot calon narapidana pilihan kepala daerah,1,0,1,0,0,0,0,0,1
jimin ganteng banget bangkai,0,1,0,0,0,0,0,0,0
aceh bersekolah sekolah kristen banyak guru sekolahnya muslim pakai peci banyak teman teman buddha yany sekolah aceh aceh seperti yang banyak diberitakan pernah dipaksa pakai jilbab tidak pernah dipaksa,0,0,0,0,0,0,0,0,0
gubernur gue,0,0,0,0,0,0,0,0,0
malu dah nih gue tiap hari memikirkan jokowi memikirkan cebong kampret lain sementara hidup gue begini begini tetangga cuek ke orang jarang menyapa cuma mentwit doang merasa paling tau negara aduh anjing,1,1,1,0,0,0,0,0,1
iya pintar makanya malas sih meladeni orang bodoh kayak situ haha lah itu tau itu sendiri haha fan juventus biasanya mengerti jadi tim sama fan sama sama apaaaaa,1,1,0,1,0,0,0,0,1
sebenarnya cape mengurusi rezim well geduwel pendukungnya mampat kuping matanya inginnya tutup akun terus hidup normal alam nyata tenang sejuk damai indah ada tuntutan hati harus terus semangat ganti presiden,1,0,1,0,0,0,0,0,1
ribuan sperma berebut menetas menjadi kampret sebuah kesalahan alam,0,1,0,0,0,0,0,0,0
dongok bego kamu,1,1,1,0,0,0,0,0,1
presiden joko widodo mengajak ulama ikut mendinginkan situasi menjelang pelaksanaan pemilihan kepala daerah pilihan kepala daerah serentak pemilihan umum pemilihan umum jokowi lanjutkan jkfc23456789 join kalimatan selatan andre opa aktivitas jokowi kornas,0,0,0,0,0,0,0,0,0
sang gubernur sibuk jalan jalan sang wakil gubernur sibuk mau mengganti presiden jadi sudahlah,1,0,1,0,0,0,0,0,1
bacot sih asing kan ki,1,1,1,0,0,0,0,0,1
pilihan kepala daerah ntt,0,0,0,0,0,0,0,0,0
ingattt cina komunis antek asing sekarang dibalik rezim,1,0,1,0,0,1,0,0,0
bila hg give up pakai seluar panjang haaaa kain batik malam niii panas gila woi,0,1,0,0,0,0,0,0,0
tak peduli panas hujan presiden jokowi terlihat tetap semangat meski baju putihnya basah kuyup inilah presiden pertama menginjakkan kakinya tanah asmat papua,0,0,0,0,0,0,0,0,0
bukti nyata bukan editan tim hoaks pemenangan anies sandi uniform resource locator,1,0,0,1,0,0,0,0,1
anak kecil buta huruf duh,0,0,0,0,0,0,0,0,0
fitnah am intel yahudi dihukum,0,0,0,0,0,0,0,0,0
golkar ingatkan bahaya gerakan kaos ganti presiden suara nasional,0,0,0,0,0,0,0,0,0
twitnya makanan ringan gue rt lah cape gue mengurus banci,1,1,1,0,0,0,0,1,0
isis berulah semua orang golongan agama memusuhi muslim hujat islam termasuk kamu dodol,1,0,0,1,1,0,0,0,0
ejekan monyet mencemari bola sepak uniform resource locator,0,1,0,0,0,0,0,0,0
tinggal lama mesir tidak terpengaruh budaya budaya baik sini artinya masih jadi seorang pemerhati baik pemerhati baik membedakan budaya orang baik,0,0,0,0,0,0,0,0,0
ulama apresiasi kinerja jokowi,0,0,0,0,0,0,0,0,0
iya benar beliau paling matang paling siap paling kuat kalahkan pertahanan kalau jadi presiden gampang didikte mafia mafia get real lagian presiden ri tidak usah punya raja maker 2an pengarah pendikte apaan indonesia,0,0,0,0,0,0,0,0,0
mungkin abangnya batak kristen lagi diajari sama tuhan bertanggung jawab bagaimana sabar kan,0,0,0,0,0,0,0,0,0
aku suka lah marathon episode nih alang alang tak buat pape sih azam nih memang kena watak cerita hati batu dia nih,0,0,0,0,0,0,0,0,0
terus maunya sedikit sedikit nete,0,1,0,0,0,0,0,0,0
mengemis like mengemis komen apa sih udik banget kayak baru main facebook,1,1,1,0,0,0,0,0,1
allah subhanahu wa taala dungu biadab mengajarkan muhammad cocok cocok penis istri ayatnya di alquran,1,1,0,1,1,0,0,0,0
arjuna berjuang negara jangan jadi muhammad mengakui nabi menista bangsa sendiri menggulingkan pemerintah,1,1,0,1,1,0,0,0,0
sange aaaaaaaaaah memek gatal sayang diseruduk kontol retweet sayang ingin ngentot ayo uniform resource locator,0,1,0,0,0,0,0,0,0
memaki gue monyet mt gue rt love wkwk uniform resource locator,0,1,0,0,0,0,0,0,0
jadi clear islam nusantara bukan agama cuma budaya doang bro di pengaruhi ajaran islam by the way tidak langsung di bilang kafir pe menganutnya kalau mengacu ucapan kamu,1,1,1,0,1,0,0,0,0
demo rohingya hampir diseluruh negara kok dituduh mw tumbangkan jokowi memang warga rusia kenal jokowi pak,1,0,1,0,0,0,0,0,1
islam nusantara dipromosikan rezim lalu hindu nusantara buddha nusantara kristen nusantara kapan jahat sih masak agama non islam diakui negeri,0,0,0,0,0,0,0,0,0
warga jakarta meminta pak melantik anies sandi sudah jelas terlibat lingkaran saracen politic id,1,0,1,0,0,0,0,0,1
we belong together feat 2ne1 si park bom tahun rilis video musik tahun rilis lagu kuis big bang mtvn,0,0,0,0,0,0,0,0,0
debat pertama pilihan kepala daerah jawa tengah kompas televisi jumat april mantapkan hati pilih calon pemimpin sesuai aspirasi masing masing pilihan kepala daerah jawa tengah becik tur menyenangkan,0,0,0,0,0,0,0,0,0
mas komen dilapakmu banyak sekali bani,0,0,0,0,0,0,0,0,0
bukan soal pak fadli bapak wakil rakyat sebenarnya memberikan contoh bapak bilang bapak jokowi makanya susah ekonomi,0,0,0,0,0,0,0,0,0
angry burung the film segera tayang bulan sambil menanti beberapa pelengkap sih kecil nih,0,0,0,0,0,0,0,0,0
he tidak tutup congor kamu bau bacot mulu pekerjaan kamu,1,1,1,0,0,0,1,0,0
allah subhanahu wa taala di sembah sembah muslim berkoar sombong paling kuasa paling besar paling sakti nyatanya dungu biadab,1,1,0,1,1,0,0,0,0
kasihan banget anjing,0,1,0,0,0,0,0,0,0
banyak warga negara asing asing indonesia mau ikut mencoblos bukan cina ganti presiden ganti presiden ganti presiden,1,0,0,1,0,1,0,0,0
hakim bubarkan komisi pemberantasan korupsi,1,0,0,1,0,0,0,0,1
metro televisi sedang sibuk acara membela jokowi otoriter faktanya rakyat merasakan kebijakan main gunakan peraturan pemerintah pengganti undang undang semaunya,1,0,0,1,0,0,0,0,1
bukan kisahnya dik kisahnya apa dia kutipan bukan band dibincang kan hentam orang agama administrasi kebijakan kesehatan uniform resource locator kalau kata orang islam percaya nabi naik langit percaya binatang burak bulan tabela,0,0,0,0,0,0,0,0,0
seorang pembela mengotot rocky gerung salah tidak menyebutkan kitab suci agama apa dibilang fiksi buat apa tersinggung alquran kitab suci bukan kitab suci dong akan membela alquran mati kamu man,0,0,0,0,0,0,0,0,0
tai ngechord belakangnya capo wkwk,0,1,0,0,0,0,0,0,0
cacat kalau on sini karakter,0,1,0,0,0,0,0,0,0
kucing kalau terbuka pintu sikit terus panjat pagar belajar monyet apa,0,0,0,0,0,0,0,0,0
bukan soal budaya kira etika berpolitik,0,0,0,0,0,0,0,0,0
pagi civa februari oi mahasiswa semester februari oi mendaftar mengikuti pelatihan perencanaan karir fakultas ekonomi bisnis universitas indonesia registrasikan dirimu dulu mendapat detail informasinya cdc februari oi register,0,0,0,0,0,0,0,0,0
akibat pilek bindeng kuping berasa budek,0,0,0,0,0,0,0,0,0
contoh kelakuan iblis kafir tersandung kasus berpeci olah seorang muslim pelakunya padahal kafir kristen cara merusak islam muncul stigma negatif islam bantu media semakin kurang ajar,1,1,0,1,1,0,0,0,0
komisi pemberantasan korupsi tak lemah mending dewan perwakilan rakyat bubar uniform resource locator,1,0,0,1,0,0,0,0,1
allah subhanahu wa taala dungu biadab tak berkaca pak lukman tak kasih makan muhammad janjikan rampasan mengakui tuhan,1,1,0,1,1,0,0,0,0
jawa timur anti hoaks mendukung pilihan kepala daerah damai,0,0,0,0,0,0,0,0,0
kali di daerah mana transmigran jawa kalimantan selatan banjarmasin cerita lulusan pondok pesantren saking miskin nya masuk sekolah negeri ternyata sekolah kristen di beri bungkus mie goreng padahal apa,0,0,0,0,0,0,0,0,0
kartosuwiryo be like jangan mau dipimpin presiden tunduk kepentingan asing asing 1955gantipresiden,1,0,1,0,0,0,0,0,1
tugas umat islam indonesia berat tegakkan hukum lengserkan jokowi,1,0,1,0,0,0,0,0,1
alay kamu tong kampungan,1,1,1,0,0,0,0,0,1
ada jarak pak alim ulama terjadi ada kelompok politik berusaha menciptakan kesan citra presiden berjarak ulama fakta insya allah menang melawan fiksi,0,0,0,0,0,0,0,0,0
lupakan biarkan karam kapal munafiknya bangun jabar kapal bersih delete partai pendukung penista agama hati,1,0,0,1,1,0,0,0,0
memang keparat orang orang mereka,1,1,0,1,0,0,0,0,1
ayo pancing keluar antek komunis ada negara kesatuan republik indonesia menyelenggarakan menonton bareng film pengkhianatan si partai komunis indonesia,1,0,0,1,0,1,0,0,0
diejek monyet,0,1,0,0,0,0,0,0,0
betul prof kalau katolik indonesia induknya konferensi waligereja indonesia kalau kristen indonesia induknya pagi anggotanya kristen jawa protestan huria kristen batak protestan maranata lain,0,0,0,0,0,0,0,0,0
bertanya uwm surabaya lembaga pendidikan katolik coba kik menyenangkan tau ramah banget malah calon customer sungkan,0,0,0,0,0,0,0,0,0
paul pogba selebrasi gol terdengar tiruan suara monyet uniform resource locator,0,0,0,0,0,0,0,0,0
semoga dis najib lindungi allah kejahatan kaum kaum kafir munafik memusuhinya amin robi,1,1,0,1,1,0,0,0,0
kamu tau duduk bareng sama keluarganya vibe nya orang kaya banget najis,1,1,1,0,0,0,0,0,1
nih sompret nikah mulu bagaimana cara merayu nya,0,1,0,0,0,0,0,0,0
partai komunis indonesia cara soeharto menyingkirkan soekarno sekarang mau ditiru prabowo mungkin masih menantu,1,0,1,0,0,1,0,0,0
cashier indon kan haha mesti gelak padan mula kamu makan babi berengsek,1,1,1,0,0,1,0,0,0
jadi tau apa fiksi berkat penjelasan pak rocky saya kurang sreg kitab suci katakan fiksi khususnya kitab suci al qur an jadi tau pandangan ulama apa di katakan pak rocky â º,0,0,0,0,0,0,0,0,0
aduh sempat sempatnya tagar ganti kalender twit nya international association of athletics federations dasar onta,1,1,1,0,0,0,0,0,1
ketua dewan perwakilan rakyat budaya tak identik pertunjukan seni medcom id,0,0,0,0,0,0,0,0,0
badan penyelenggara jaminan sosial mengaku rugi perusahaan listrik negara pertamina sama rugi negara rugi anehnya presiden mengakui hebat kalah sama tukang pisang omzet katanya triliunan dagelan,0,0,0,0,0,0,0,0,0
wakil gubernur daerah khusus ibukota jakarta selasa menghadiri sosialisasi sekaligus meluncurkan aplikasi oyes pasar koja baru jakarta utara aplikasi tersebut pedagang lingkungan pasar jaya mengakses layanan pembelian antaran pekerjaan rumah,0,0,0,0,0,0,0,0,0
aliran dukungan pasangan tubagus tb hasanudin anton charliyan hasanah pemilihan gubernur pilihan gubernur jawa barat bertambah pundi pundi dukungan perolehan suara kali datang para budayawan sunda hasanah hasanah,0,0,0,0,0,0,0,0,0
sipit sipit in lah biar senang hati adik,0,0,0,0,0,0,0,0,0
najis banget kalau niat buat flash sale usah buat lah barang mau dibayar tiba tiba hilang,1,1,0,1,0,0,0,0,1
lah apa biar sarap nya menambah,0,1,0,0,0,0,0,0,0
khofifah merupakan menteri berprestasi kabinet kerja presiden jokowi bagus,0,0,0,0,0,0,0,0,0
bunga bangkai termasuk,0,1,0,0,0,0,0,0,0
hai jokowi ahok social media volunteer jil syiah jongos asing hati hati setiap gerak gerik kalian kami awasi kembalikan media islam,0,0,0,0,0,0,0,0,0
peri rumah diperlakukan kasar biasanya bekerja secukupnya mematuhi perintah tuannya peri rumah tidak senang tuannya memanfaatkan celah sekecil apapun untuk keuntungan kejam,0,0,0,0,0,0,0,0,0
pemimpin rakyat bukan tidak jelas,1,0,1,0,0,0,0,0,1
ahok and bani serbet and wereng coklat memancing umat muslim marah iklan ahok jahat kalian kumpulan orang sinting,1,1,0,1,0,0,1,0,0
khofifah beberkan nawa bakti satya debat malam,0,0,0,0,0,0,0,0,0
menebar kebencian ahok mbak masa mbak tau sih dia jadi terdakwa lah,1,0,1,0,0,0,0,0,1
negara sesak penista perusak agama tentara nasional indonesia dicela baru simpatisannya,1,0,0,1,1,0,0,0,0
semakin semarak ganti presiden presiden baru,1,0,1,0,0,0,0,0,1
jangan jangan km korban bom bunuh diri,0,0,0,0,0,0,0,0,0
habis ngentot threesome hutan bareng tentara teman kenalan hehe baru pertama kali threesome sama tentara nasional indonesia kekar begini,0,1,0,0,0,0,0,0,0
itu teman sekelas sama cakap imut cuma sombong banget mau berteman sama orang tidak cakap kayak aku terus suka mengatur ngatur orang jadi aku sekelompok sama untuk mata pelajaran kesenian tugas akhirnya cuma disuruh menjahit hiasan dibuat sen,0,0,0,0,0,0,0,0,0
naik pepaya makan buaya,0,0,0,0,0,0,0,0,0
minyak merek kalajengking bukan racun kalajengking dungu kok dipelihara,1,1,1,0,0,0,0,0,1
akhirnya perusahaan listrik negara siap dijual asing,0,0,0,0,0,0,0,0,0
pilihan kepala daerah memberikan dampak positif masyarakat indonesia pilihan kepala daerah memberikan dampak positif viralkan viral,0,0,0,0,0,0,0,0,0
donor darah waktu indonesia bagian barat selesai gereja katolik keluarga kudus banteng jalan kaliurang km banteng ngaglik sleman uddpmikotayk,0,0,0,0,0,0,0,0,0
apa sih picek nih bilang lucu,1,1,1,0,0,0,1,0,0
haha akun peler jangan culun berlindung dibalik akun fan club,1,1,1,0,0,0,0,0,1
sendirian ibu negara blusuk sumatra utara warta ekonomi,0,0,0,0,0,0,0,0,0
kampungan adrian nptl,1,1,1,0,0,0,0,0,1
kamu kan modar,1,1,1,0,0,0,0,0,1
aku bisu terpaku lembaran mimpi aku tersentak denting waktu memanggilku aku terbangun gelisah hatiku resah,0,0,0,0,0,0,0,0,0
mengalahkan tank ternyata fighter assassin edan rak waras,0,1,0,0,0,0,0,0,0
pak deh lebih elegan kalau sampean undang penulis istana mengundang busar buser terima kasih,1,0,1,0,0,0,0,0,1
berarti kamu kemarin lupa sarapan mangkanya sarap,0,1,0,0,0,0,0,0,0
allah ampunilah kesalahan kebodohan keterlaluanku segala urusan ampuni segala dosa engkau lebih mengetahui aku hari muslim,0,0,0,0,0,0,0,0,0
pasti muak memang paling enak jokowi selesai habis kriminalisasi umat islam,1,0,1,0,1,0,0,0,0
aldo tai anjing,1,1,1,0,0,0,0,0,1
apa kita julukan anies sandi gubernur wakil gubernur saracen uniform resource locator,1,0,1,0,0,0,0,0,1
situ antek komunis uniform resource locator,1,0,1,0,0,1,0,0,0
mau ntt maju mari perkataan ekonomi perempuan pemuda desa emi nomleni calon wakil gubernur ntt marhaen marianu semi nusa tenggara timur marianus emi semi front april salam jari partai demokrasi indonesia perjuangan,0,0,0,0,0,0,0,0,0
ikut bagikan sekolah anakku sekolah katolik mengajar suster teman sekelasnya yang muslim kristen buddha hindu konghucu chu selama masih adem ayem,0,0,0,0,0,0,0,0,0
jualan mulu asing partai komunis indonesia umat palestina,0,0,0,0,0,0,0,0,0
secara otomatis memilih wakil gubernur gubernurnya tidak memilih wakilnya bagus khofifah emil jawa timur satu,0,0,0,0,0,0,0,0,0
he decul orang pertama sangat terpukul han geng memutuskan kontraknya sama ent kembali cina,0,0,0,0,0,0,0,0,0
yusril halang halang pembubaran hati mau lengserkan jokowi,1,0,1,0,0,0,0,0,1
cara sama buat menghidupi grup meski membernya wajib militer karena member asing jadi bisa terus promo,0,0,0,0,0,0,0,0,0
jawa timur anti hoaks pilihan kepala daerah damai deklarasi anti hoaks warga kebraon,0,0,0,0,0,0,0,0,0
korupsi era reformasi melakukan antek antek orde baru,0,0,0,0,0,0,0,0,0
kristen kalau seandainya pak ahok mau masuk islam aku setuju kalau cuma identitas kartu tanda penduduk administrasi tertulis agama islam terserah deh di hati batin isinya apa siapa tahu kalau pak ahok agama islam beliau masuk pol,0,0,0,0,0,0,0,0,0
lihat penumpangnya dipenuhi tenaga kerja asing cina tidak bahas indonesia inggris cc uniform resource locator,1,0,0,1,0,1,0,0,0
bubarkan dewan perwakilan rakyat,1,0,0,1,0,0,0,0,1
beberapa kali menolak suatu hari buka buka lemari mencari benang rajut itu merajut henti sekarang entah berapa tas pouch clutch taplak jadi bahkan teman teman guru murid murid ikutan diajari,0,0,0,0,0,0,0,0,0
semua jadi kayak tai era mas jokowi,1,1,1,0,0,0,0,0,1
bubarkan komisi pemberantasan korupsi gunanya ada komisi pemberantasan korupsi dipakai alat politik pemerintah,1,0,0,1,0,0,0,0,1
kalau cebong sih senang senang sama omongan tidak berbobot kaya begini,1,1,0,1,0,0,0,0,1
haha teriak teriak cina kamu mengaca iya junjungan kamu keturunan etnis apa,1,0,1,0,0,1,0,0,0
kurang tepat kroasia negara katolik kristen ortodoks serbia slovenia protestan bosnia islam yugoslavia memang potensial pecah dulu,0,0,0,0,0,0,0,0,0
waduh enggak takut kena tai burung,0,0,0,0,0,0,0,0,0
aku tak tahu bahasa indon but sialan kok berkata kata kamu bajingan uniform resource locator,1,1,1,0,0,0,0,0,1
dik sorbejeh aku cak macetnya edan edanan persebaya sama arema dino minggu timnas kayaknya lak menukarkan tiket iya,0,1,0,0,0,0,0,0,0
baru adil prabowo calon presiden ku jokowi presiden ku prof wakil presiden ku hmmmmm,0,0,0,0,0,0,0,0,0
eropa punya slavia brothers ortodoks power melayu punya malay brothers islam power eropa fundamentalis kristen ortodoks garis keras melayu fundamentalis islam garis keras,0,0,0,0,0,0,0,0,0
om pernah dengar kalau salah nikah apa warga negara asing kalau mia audina jadi warga negara belanda kalau salah,0,0,0,0,0,0,0,0,0
keparat anjing kamu teroris,1,1,1,0,0,0,0,0,1
